표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7273640003,273640,와이엠텍,와이엠텍,"YM Tech Co., Ltd.",2021/09/10,KOSDAQ,주권,벤처기업부,보통주,500,"10,966,000",일반전기전자
KR7251370003,251370,와이엠티,와이엠티,"YMT CO., LTD.",2017/04/27,KOSDAQ,주권,우량기업부,보통주,500,"16,314,464",화학
KR7066430000,066430,와이오엠,와이오엠,"Y-OPTICS MANUFACTURE Co., Ltd.",2002/12/24,KOSDAQ,주권,중견기업부,보통주,500,"36,410,366",유통
KR7193250008,193250,와이제이엠게임즈,와이제이엠게임즈,"YJM Games Co., Ltd.",2014/12/29,KOSDAQ,주권,중견기업부,보통주,100,"57,427,776",IT H/W
KR7273060004,273060,와이즈버즈,와이즈버즈,Wise birds Inc.,2017/08/07,KOSDAQ,주권,중견기업부,보통주,100,"50,459,582",기타서비스
KR7019210004,019210,와이지-원,와이지-원,"YG-1 CO., LTD",1997/08/06,KOSDAQ,주권,중견기업부,보통주,500,"30,573,819",금속
KR7122870009,122870,와이지엔터테인먼트,와이지엔터테인먼트,YG Entertainment Inc.,2011/11/23,KOSDAQ,주권,벤처기업부,보통주,500,"18,656,769",오락·문화
KR7037270006,037270,와이지플러스보통주,YG PLUS,YG PLUS,2003/08/01,KOSPI,주권,,보통주,500,"63,429,410",서비스업
KR7011690005,011690,와이투솔루션보통주,와이투솔루션,Y2 Solution,1995/12/21,KOSPI,주권,,보통주,500,"159,235,637",전기전자
KR7040300006,040300,와이티엔,YTN,YTN,2001/09/04,KOSDAQ,주권,우량기업부,보통주,"1,000","42,000,000",통신방송서비스
KR7332570001,332570,와이팜,와이팜,Wireless Amplifier Module Inc.,2020/07/31,KOSDAQ,주권,중견기업부,보통주,500,"37,341,356",IT H/W
KR7079000006,079000,와토스 코리아,와토스코리아,"WATOS COREA CO.,LTD",2005/11/15,KOSDAQ,주권,중견기업부,보통주,500,"7,200,000",화학
KR7316140003,316140,우리금융지주보통주,우리금융지주,WooriFinancialGroup,2019/02/13,KOSPI,주권,,보통주,"5,000","728,060,549",금융업
KR7032820003,032820,우리기술,우리기술,"Woori Technology, Incorporation",2000/06/22,KOSDAQ,주권,벤처기업부,보통주,500,"150,625,104",일반전기전자
KR7041190000,041190,우리기술투자,우리기술투자,"Woori Technology Investment Co., Ltd",2000/06/09,KOSDAQ,주권,우량기업부,보통주,500,"84,000,000",금융
KR7115440000,115440,우리넷,우리넷,"Woori-Net Co., Ltd.",2010/01/27,KOSDAQ,주권,벤처기업부,보통주,500,"9,797,593",IT H/W
KR7046970000,046970,우리로,우리로,"WOORIRO CO., LTD",2012/11/27,KOSDAQ,주권,벤처기업부,보통주,500,"32,049,634",유통
KR7082850009,082850,우리바이오,우리바이오,"WOOREE BIO CO., LTD",2005/07/29,KOSDAQ,주권,중견기업부,보통주,500,"48,116,578",일반전기전자
KR7215360009,215360,우리산업,우리산업,"WOORY INDUSTRIAL CO.,LTD.",2015/05/06,KOSDAQ,주권,우량기업부,보통주,500,"9,132,163",운송장비·부품
KR7072470008,072470,우리산업홀딩스,우리산업홀딩스,"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",2003/10/28,KOSDAQ,주권,중견기업부,보통주,500,"18,887,341",운송장비·부품
KR7073560005,073560,우리손에프앤지 농업회사법인,우리손에프앤지,"Woorison F&G CO., LTD.",2016/07/27,KOSDAQ,주권,우량기업부,보통주,500,"69,237,643",음식료·담배
KR7037400009,037400,우리엔터프라이즈,우리엔터프라이즈,WOOREE ENTERPRISE,1999/12/16,KOSDAQ,주권,중견기업부,보통주,500,"26,223,346",유통
KR7153490008,153490,우리이앤엘,우리이앤엘,"WOOREE E&L CO.,Ltd.",2013/02/05,KOSDAQ,주권,우량기업부,보통주,500,"51,480,000",IT H/W
KR7010050003,010050,우리종합금융보통주,우리종금,Woori Investment Bank,1974/09/11,KOSPI,주권,,보통주,500,"874,203,406",금융업
KR7101170009,101170,우림피티에스,우림피티에스,WOORIM POWER TRAIN SOLUTION,2009/04/28,KOSDAQ,주권,벤처기업부,보통주,500,"13,500,000",기계·장비
KR7006980007,006980,우성보통주,우성,WOOSUNG,1988/10/10,KOSPI,주권,,보통주,"5,000","3,090,000",음식료품
KR7066590001,066590,우수AMS,우수AMS,"WOOSU AMS CO., LTD.",2003/02/12,KOSDAQ,주권,중견기업부,보통주,500,"39,073,104",운송장비·부품
KR7017370008,017370,우신시스템보통주,우신시스템,WooshinSystems,2002/05/28,KOSPI,주권,,보통주,500,"18,314,054",기계
KR7103840005,103840,우양,우양,"WOOYANG CO., LTD.",2019/11/20,KOSDAQ,주권,중견기업부,보통주,100,"14,258,000",음식료·담배
KR7046940003,046940,우원개발,우원개발,"Woowon Development Co., Ltd.",2002/06/18,KOSDAQ,주권,우량기업부,보통주,500,"18,074,350",건설
KR7215380007,215380,우정바이오,우정바이오,"WOOJUNG BIO, Inc.",2015/05/18,KOSDAQ,주권,벤처기업부,보통주,500,"12,957,511",기타서비스
KR7065680001,065680,우주일렉트로닉스,우주일렉트로,"UJU ELECTRONICS CO., LTD",2004/01/02,KOSDAQ,주권,우량기업부,보통주,500,"9,730,000",IT H/W
KR7105840003,105840,우진보통주,우진,WOOJIN INC,2010/07/26,KOSPI,주권,,보통주,500,"20,323,614",의료정밀
KR7018620005,018620,우진비앤지,우진비앤지,"WooGene B&G CO., Ltd",2008/05/20,KOSDAQ,주권,중견기업부,보통주,500,"28,889,293",제약
KR7010400000,010400,우진아이엔에스보통주,우진아이엔에스,WOOJINI&S,2018/09/14,KOSPI,주권,,보통주,500,"7,622,000",건설업
KR7049800006,049800,우진플라임 보통주,우진플라임,"WOOJIN PLAIMM CO., LTD",2006/05/24,KOSPI,주권,,보통주,500,"20,000,000",기계
KR7016880007,016880,웅진보통주,웅진,WOONGJIN,1994/11/05,KOSPI,주권,,보통주,500,"79,927,080",서비스업
KR7095720009,095720,웅진씽크빅 보통주,웅진씽크빅,"WOONGJIN THINKBIG CO., LTD.",2007/05/31,KOSPI,주권,,보통주,500,"115,505,985",서비스업
KR7005820006,005820,원림보통주,원림,Wonlim,1990/04/20,KOSPI,주권,,보통주,"5,000","2,297,970",섬유의복
KR7307280008,307280,원바이오젠,원바이오젠,Wonbiogen,2018/12/05,KOSDAQ,주권,벤처기업부,보통주,100,"36,454,408",제약
KR7053080008,053080,원방테크,원방테크,"WONBANG TECH CO., LTD.",2020/09/24,KOSDAQ,주권,우량기업부,보통주,500,"12,999,807",기계·장비
KR7032940009,032940,원익,원익,WonIk,1997/07/18,KOSDAQ,주권,벤처기업부,보통주,500,"18,193,230",유통
KR7104830005,104830,원익머트리얼즈,원익머트리얼즈,"WONIK Materials Co., Ltd.",2011/12/28,KOSDAQ,주권,우량기업부,보통주,500,"12,608,000",IT H/W
KR7240810002,240810,원익아이피에스,원익IPS,"WONIK IPS Co.,Ltd.",2016/05/02,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"49,083,901",IT H/W
KR7014190003,014190,원익큐브,원익큐브,WONIK CUBE Corp.,1996/04/26,KOSDAQ,주권,우량기업부,보통주,500,"35,399,906",유통
KR7074600008,074600,원익큐엔씨,원익QnC,WONIK QnC CORPORATION,2003/12/12,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"26,288,000",비금속
KR7217820000,217820,원익피앤이,원익피앤이,WONIK PNE,2015/12/07,KOSDAQ,주권,우량기업부,보통주,500,"43,454,559",기계·장비
KR7030530000,030530,원익홀딩스,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",1996/09/24,KOSDAQ,주권,우량기업부,보통주,500,"77,237,981",기계·장비
KR7012620001,012620,원일특강,원일특강,WonilSpecialSteel,1994/06/28,KOSDAQ,주권,우량기업부,보통주,500,"4,400,000",금속
KR7382840007,382840,원준,원준,"Onejoon Co., Ltd.",2021/10/07,KOSDAQ,주권,중견기업부,보통주,100,"15,060,573",기계·장비
KR7336570007,336570,원텍,원텍,WONTECH,2019/12/19,KOSDAQ,주권,기술성장기업부,보통주,100,"87,926,951",의료·정밀기기
KR7376980009,376980,원티드랩,원티드랩,Wanted Lab Inc.,2021/08/11,KOSDAQ,주권,기술성장기업부,보통주,500,"9,447,096",IT S/W & SVC
KR7122830003,122830,원포유,원포유,ONE4U,2020/10/23,KONEX,주권,일반기업부,보통주,100,"32,751,985",#N/A
KR7008370009,008370,원풍,원풍,WonpoongCorporation,1992/12/18,KOSDAQ,주권,우량기업부,보통주,500,"12,000,000",화학
KR7008290009,008290,원풍물산,원풍물산,WonpungMulsan,1997/07/18,KOSDAQ,주권,중견기업부,보통주,500,"40,693,679",섬유·의류
KR7101160000,101160,월덱스,월덱스,"WORLDEX INDUSTRY & TRADING CO., LTD",2008/06/19,KOSDAQ,주권,우량기업부,보통주,500,"16,510,993",IT H/W
KR7336060009,336060,웨이버스,웨이버스,WAVUS,2019/11/28,KOSDAQ,주권,벤처기업부,보통주,100,"47,170,200",출판·매체복제
KR7095270005,095270,웨이브일렉트로닉스,웨이브일렉트로,"Wave Electronics Co., Ltd.",2007/09/12,KOSDAQ,주권,벤처기업부,보통주,500,"14,971,256",IT H/W
KR7010600005,010600,웰바이오텍보통주,웰바이오텍,WELLBIOTEC,1997/07/18,KOSPI,주권,,보통주,500,"66,432,104",유통업
KR7065950008,065950,웰크론,웰크론,Welcron Company Limited,2003/07/29,KOSDAQ,주권,우량기업부,보통주,500,"28,231,302",섬유·의류
KR7076080001,076080,웰크론한텍,웰크론한텍,"WELCRON HANTEC CO.,LTD.",2008/07/18,KOSDAQ,주권,중견기업부,보통주,500,"22,197,657",건설
KR7196700009,196700,웹스,웹스,"WAPS Co., Ltd.",2015/08/24,KOSDAQ,주권,벤처기업부,보통주,500,"14,364,144",화학
KR7069080000,069080,웹젠,웹젠,Webzen Inc.,2003/05/23,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"35,310,884",IT S/W & SVC
KR7053580007,053580,웹케시,웹케시,WebCash Corporation,2019/01/25,KOSDAQ,주권,우량기업부,보통주,500,"13,786,248",금융
KR7071460000,071460,위니아,위니아,WINIA,2016/07/14,KOSDAQ,주권,우량기업부,보통주,500,"35,967,295",일반전기전자
KR7377460001,377460,위니아에이드,위니아에이드,"WINIA AID CO.,LTD.",2022/06/23,KOSDAQ,주권,중견기업부,보통주,500,"15,393,405",운송
KR7044340008,044340,위닉스,위닉스,WINIX INC.,2000/10/24,KOSDAQ,주권,우량기업부,보통주,500,"17,873,425",일반전기전자
KR7330350000,330350,위더스제약,위더스제약,"Withus Pharmaceutical. Co., LTD",2020/07/03,KOSDAQ,주권,우량기업부,보통주,200,"13,192,778",제약
KR7348350000,348350,위드텍,위드텍,"WITHTECH, Inc.",2020/10/30,KOSDAQ,주권,우량기업부,보통주,500,"10,183,600",의료·정밀기기
KR7112040001,112040,위메이드,위메이드,"Wemade Co., Ltd.",2009/12/18,KOSDAQ,주권,우량기업부,보통주,500,"33,796,962",IT S/W & SVC
KR7101730000,101730,위메이드맥스,위메이드맥스,Wemade Max,2009/06/03,KOSDAQ,주권,중견기업부,보통주,500,"33,295,292",IT S/W & SVC
KR7123420002,123420,위메이드플레이,위메이드플레이,Wemade Play,2010/11/10,KOSDAQ,주권,우량기업부,보통주,500,"11,469,842",IT S/W & SVC
KR7065370009,065370,위세아이텍,위세아이텍,"WISE iTech Co., Ltd.",2020/02/10,KOSDAQ,주권,벤처기업부,보통주,500,"6,575,874",출판·매체복제
KR7140660002,140660,위월드 주식회사,위월드,"WIWORLD Co.,Ltd",2013/12/26,KONEX,주권,일반기업부,보통주,500,"2,487,252",#N/A
KR7038620001,038620,위즈코프,위즈코프,"WIZ CORP, Inc.",2000/05/04,KOSDAQ,주권,중견기업부,보통주,500,"66,546,465",유통
KR7299900001,299900,위지윅스튜디오,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",2018/12/20,KOSDAQ,주권,중견기업부,보통주,500,"42,762,221",오락·문화
KR7036090009,036090,위지트,위지트,"WIZIT Co., Ltd.",1999/12/10,KOSDAQ,주권,중견기업부,보통주,500,"102,976,202",기계·장비
KR7136540002,136540,윈스,윈스,"Wins co., Ltd.",2011/05/02,KOSDAQ,주권,우량기업부,보통주,500,"13,864,162",IT S/W & SVC
KR7320000003,320000,윈텍,윈텍,"WINTEC Co.,Ltd.",2019/09/18,KOSDAQ,주권,중견기업부,보통주,100,"18,499,148",기계·장비
KR7097800007,097800,윈팩,윈팩,WINPAC INC.,2013/03/07,KOSDAQ,주권,중견기업부,보통주,500,"59,584,496",IT H/W
KR7192390003,192390,윈하이텍,윈하이텍,"WINHITECH CO., Ltd.",2014/07/25,KOSDAQ,주권,중견기업부,보통주,500,"10,656,896",금속
KR7313760001,313760,윌링스,윌링스,"WILLINGS CO., LTD.",2019/07/25,KOSDAQ,주권,중견기업부,보통주,500,"5,687,667",일반전기전자
KR7008600009,008600,윌비스보통주,윌비스,TheWillBes,1989/07/28,KOSPI,주권,,보통주,"1,000","67,236,039",유통업
KR7335870002,335870,윙스풋,윙스풋,WINGS FOOT,2019/12/09,KOSDAQ,주권,중견기업부,보통주,100,"15,345,909",유통
HK0000449303,900340,윙입푸드홀딩스,윙입푸드,WING YIP FOOD HOLDINGS GROUP,2018/11/30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"47,973,428",금융
KR7014830004,014830,유니드 보통주,유니드,UNID,2004/12/03,KOSPI,주권,,보통주,"5,000","6,767,600",화학
KR7446070005,446070,유니드비티플러스보통주,유니드비티플러스,UNID btplus,2022/11/28,KOSPI,주권,,보통주,"1,000","10,611,215",종이목재
KR7036200004,036200,유니셈,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,"30,664,223",IT H/W
KR7018000000,018000,유니슨,유니슨,"UNISON CO., LTD.",1996/01/10,KOSDAQ,주권,중견기업부,보통주,500,"122,248,023",기계·장비
KR7047400007,047400,유니온머티리얼보통주,유니온머티리얼,Union Materials Corp.,2009/09/29,KOSPI,주권,,보통주,500,"42,000,000",비금속광물
KR7000910000,000910,유니온보통주,유니온,Union,1996/07/03,KOSPI,주권,,보통주,500,"15,611,619",비금속광물
KR7203450002,203450,유니온커뮤니티,유니온커뮤니티,"Union community Co., Ltd.",2016/12/07,KOSDAQ,주권,벤처기업부,보통주,500,"14,679,007",일반전기전자
KR7011330008,011330,유니켐보통주,유니켐,"UNI CHEM.CO.,LTD",1989/12/14,KOSPI,주권,,보통주,500,"72,921,381",기타제조업
KR7077500007,077500,유니퀘스트 보통주,유니퀘스트,Uniquest Corporation,2004/08/05,KOSPI,주권,,보통주,500,"27,355,975",유통업
KR7011320009,011320,유니크,유니크,UNICK CORPORATION,1993/12/29,KOSDAQ,주권,중견기업부,보통주,500,"19,320,695",운송장비·부품
KR7086390002,086390,유니테스트,유니테스트,UniTest Inc.,2006/12/05,KOSDAQ,주권,우량기업부,보통주,500,"21,134,126",IT H/W
KR7241690007,241690,유니테크노,유니테크노,"UNITEKNO Co.,Ltd",2016/09/20,KOSDAQ,주권,우량기업부,보통주,500,"25,011,565",운송장비·부품
KR7142210004,142210,유니트론텍,유니트론텍,"Unitrontech Co.,Ltd.",2016/02/02,KOSDAQ,주권,벤처기업부,보통주,500,"18,854,715",유통
KR7121060008,121060,유니포인트,유니포인트,UNIPOINT Corp.,2014/10/24,KONEX,주권,일반기업부,보통주,500,"5,981,670",#N/A
KR7048430003,048430,유라테크,유라테크,"YURA TECH. CO., LTD.",2001/01/11,KOSDAQ,주권,우량기업부,보통주,500,"11,520,000",일반전기전자
KR7206650004,206650,유바이오로직스,유바이오로직스,"EuBiologics Co., Ltd.",2017/01/24,KOSDAQ,주권,기술성장기업부,보통주,500,"36,444,807",제약
KR7089850002,089850,유비벨록스,유비벨록스,UbiVelox Inc.,2010/06/18,KOSDAQ,주권,우량기업부,보통주,500,"7,115,697",IT S/W & SVC
KR7084440007,084440,유비온,유비온,UBION CO.LTD.,2022/11/18,KOSDAQ,주권,기술성장기업부,보통주,100,"19,712,800",IT S/W & SVC
KR7032620007,032620,유비케어,유비케어,"UBCARE CO., LTD.",1997/05/02,KOSDAQ,주권,우량기업부,보통주,500,"52,197,139",IT S/W & SVC
KR7264450008,264450,유비쿼스,유비쿼스,Ubiquoss Inc.,2017/03/31,KOSDAQ,주권,우량기업부,보통주,500,"10,245,706",IT H/W
KR7078070000,078070,유비쿼스홀딩스,유비쿼스홀딩스,Ubiquoss Holdings Inc.,2009/01/23,KOSDAQ,주권,중견기업부,보통주,500,"18,696,628",금융
KR7002920007,002920,유성기업보통주,유성기업,YoosungEnterprise,1988/10/10,KOSPI,주권,,보통주,500,"25,947,500",운수장비
KR7024800005,024800,유성티엔에스,유성티엔에스,"YOOSUNG T&S CO.,LTD",1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,"31,278,618",운송
KR7000700005,000700,유수홀딩스보통주,유수홀딩스,EUSU HOLDINGS,1956/03/03,KOSPI,주권,,보통주,"2,500","26,041,812",서비스업
KR7054930003,054930,유신,유신,Yooshin Engineering Corporation,2002/01/15,KOSDAQ,주권,벤처기업부,보통주,"5,000","3,000,000",기타서비스
KR7069330009,069330,유아이디,유아이디,"U.I.DISPLAY CO.,LTD.",2003/08/18,KOSDAQ,주권,벤처기업부,보통주,500,"14,191,091",IT H/W
KR7049520000,049520,유아이엘,유아이엘,"UIL Co.,Ltd",2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,"21,784,936",IT H/W
KR7435380001,435380,유안타제10호기업인수목적,유안타제10호스팩,Yuanta 10 SPECIAL PURPOSE ACQUISITION COMPANY,2022/10/06,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,730,000",금융
KR7367480001,367480,유안타제8호기업인수목적,유안타제8호스팩,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,2021/04/05,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"6,490,000",금융
KR7430700005,430700,유안타제9호기업인수목적,유안타제9호스팩,Yuanta 9 SPECIAL PURPOSE ACQUISITION COMPANY,2022/08/04,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,240,000",금융
KR7003471000,003475,유안타증권1우선주,유안타증권우,Yuanta Securities Korea(1P),1989/03/22,KOSPI,주권,,구형우선주,"5,000","12,912,212",금융업
KR7003470002,003470,유안타증권보통주,유안타증권,Yuanta Securities Korea,1988/01/21,KOSPI,주권,,보통주,"5,000","199,596,576",금융업
KR7263770000,263770,유에스티,유에스티,"UST CO., LTD.",2017/04/06,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,"23,700,172",금속
KR7337840003,337840,유엑스엔,유엑스엔,UXN,2019/11/28,KONEX,주권,일반기업부,보통주,500,"3,653,441",#N/A
KR7072130008,072130,유엔젤보통주,유엔젤,UANGEL,2003/07/01,KOSPI,주권,,보통주,500,"13,195,454",서비스업
KR7000221002,000225,유유제약1우선주,유유제약1우,YuyuPharma(1P),1990/01/05,KOSPI,주권,,구형우선주,"1,000","2,266,930",의약품
KR7000222000,000227,유유제약2우선주(신형),유유제약2우B,YuyuPharma(2PB),2000/06/20,KOSPI,주권,,신형우선주,"1,000","325,560",의약품
KR7000220004,000220,유유제약보통주,유유제약,YuyuPharma,1975/11/18,KOSPI,주권,,보통주,"1,000","17,232,351",의약품
KR7388720005,388720,유일로보틱스,유일로보틱스,"Yuilrobotics. co., Ltd",2022/03/18,KOSDAQ,주권,벤처기업부,보통주,500,"8,580,846",기계·장비
KR7340930007,340930,유일에너테크,유일에너테크,"YOUIL ENERGY TECH CO.,LTD.",2021/02/25,KOSDAQ,주권,벤처기업부,보통주,500,"10,759,444",기계·장비
KR7023410004,023410,유진기업,유진기업,EUGENE Corporation,1994/10/07,KOSDAQ,주권,우량기업부,보통주,500,"77,310,863",비금속
KR7373340009,373340,유진기업인수목적6호,유진스팩6호,EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY,2021/04/08,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"3,020,000",금융
KR7388800005,388800,유진기업인수목적7호,유진스팩7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,2021/09/13,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,010,000",금융
KR7413630005,413630,유진기업인수목적8호,유진스팩8호,EUGENE SPECIAL PURPOSE ACQUISITION 8 COMPANY,2022/03/31,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,920,000",금융
KR7442130001,442130,유진기업인수목적9호,유진스팩9호,EUGENE SPECIAL PURPOSE ACQUISITION 9 COMPANY,2022/12/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"3,460,000",금융
KR7056080005,056080,유진로봇,유진로봇,"Yujin Robot Co., Ltd.",2001/11/13,KOSDAQ,주권,중견기업부,보통주,500,"37,512,152",기계·장비
KR7084370006,084370,유진테크,유진테크,"Eugene Technology Co., Ltd.",2006/01/17,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"22,916,042",IT H/W
KR7001200005,001200,유진투자증권보통주,유진투자증권,EUGENE INVESTMENT & SECURITIES,1987/08/24,KOSPI,주권,,보통주,"5,000","96,866,418",금융업
KR7178780003,178780,유테크,유테크,"U-Tech Co.,Ltd.",2015/06/30,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"34,820,984",유통
KR7221800006,221800,유투바이오,유투바이오,U2BIO,2015/06/29,KONEX,주권,일반기업부,보통주,500,"2,525,510",#N/A
KR7179900006,179900,유티아이,유티아이,UTI INC.,2017/09/27,KOSDAQ,주권,벤처기업부,보통주,500,"16,286,895",IT H/W
KR7263050007,263050,유틸렉스,유틸렉스,"Eutilex Co., Ltd.",2018/12/24,KOSDAQ,주권,기술성장기업부,보통주,500,"36,762,855",제약
KR7000101006,000105,유한양행1우선주,유한양행우,Yuhan(1P),1995/02/21,KOSPI,주권,,구형우선주,"1,000","1,180,940",의약품
KR7000100008,000100,유한양행보통주,유한양행,Yuhan,1962/11/01,KOSPI,주권,,보통주,"1,000","76,638,657",의약품
KR7003461001,003465,유화증권1우선주,유화증권우,YuhwaSecurities(1P),1990/02/20,KOSPI,주권,,구형우선주,"1,000","17,476,425",금융업
KR7003460003,003460,유화증권보통주,유화증권,YuhwaSecurities,1987/08/24,KOSPI,주권,,보통주,"1,000","56,702,415",금융업
KR7191410000,191410,육일씨엔에쓰,육일씨엔에쓰,"RYUK-IL C&S., Ltd",2015/12/24,KOSDAQ,주권,중견기업부,보통주,500,"9,728,022",IT H/W
KR7372170001,372170,윤성에프앤씨,윤성에프앤씨,"YUNSUNG F&C Co.,Ltd",2022/11/14,KOSDAQ,주권,기술성장기업부,보통주,100,"7,979,048",금속
KR7008730004,008730,율촌화학보통주,율촌화학,YoulchonChemical,1988/08/30,KOSPI,주권,,보통주,500,"24,800,000",화학
KR7072770001,072770,율호,율호,Yulho,2007/07/25,KOSDAQ,주권,중견기업부,보통주,500,"55,216,107",IT S/W & SVC
KR7008250003,008250,이건산업보통주,이건산업,EagonIndustrial,1988/10/21,KOSPI,주권,,보통주,"5,000","10,952,635",종이목재
KR7039020003,039020,이건홀딩스,이건홀딩스,"EAGON HOLDINGS CO., LTD.",2000/05/04,KOSDAQ,주권,우량기업부,보통주,"1,000","22,584,709",종이·목재
KR7025820002,025820,이구산업보통주,이구산업,LeekuIndustrial,1995/08/18,KOSPI,주권,,보통주,500,"33,442,000",철강금속
KR7067920009,067920,이글루코퍼레이션,이글루,IGLOO Corporation,2010/08/04,KOSDAQ,주권,벤처기업부,보통주,500,"10,996,119",IT S/W & SVC
KR7044960003,044960,이글벳,이글벳,"Eagle Veterinary Technology Co.,Ltd",2000/11/16,KOSDAQ,주권,중견기업부,보통주,500,"12,641,883",유통
KR7303530000,303530,이노뎁,이노뎁,INNODEP INC.,2021/06/18,KOSDAQ,주권,벤처기업부,보통주,500,"7,339,299",IT S/W & SVC
KR7296640006,296640,이노룰스,이노룰스,"INNORULES CO.,LTD",2022/10/07,KOSDAQ,주권,벤처기업부,보통주,500,"5,141,760",IT S/W & SVC
KR7302430004,302430,이노메트리,이노메트리,"INNOMETRY Co., Ltd.",2018/12/12,KOSDAQ,주권,벤처기업부,보통주,500,"9,833,208",기계·장비
KR7279060008,279060,이노벡스,이노벡스,INNOVEX,2019/04/12,KONEX,주권,일반기업부,보통주,100,"9,075,076",#N/A
KR7214320004,214320,이노션보통주,이노션,INNOCEAN WORLDWIDE INC.,2015/07/17,KOSPI,주권,,보통주,500,"20,000,000",서비스업
KR7056090004,056090,이노시스,이노시스,Innosys,2015/11/12,KOSDAQ,주권,기술성장기업부,보통주,500,"78,880,082",의료·정밀기기
KR7073490005,073490,이노와이어리스,이노와이어리스,"InnoWireless Co.,Ltd.",2005/02/04,KOSDAQ,주권,우량기업부,보통주,500,"7,603,846",IT H/W
KR7215790007,215790,이노인스트루먼트,이노인스트루먼트,INNO INSTRUMENT INC.,2015/05/08,KOSDAQ,주권,중견기업부,보통주,500,"40,283,149",IT H/W
KR7344860002,344860,이노진,이노진,INNOGENE,2020/04/27,KONEX,주권,일반기업부,보통주,100,"9,300,000",#N/A
KR7246960009,246960,이노테라피,이노테라피,InnoTherapy Inc.,2019/02/01,KOSDAQ,주권,기술성장기업부,보통주,500,"5,599,847",제약
KR7088390000,088390,이녹스,이녹스,INNOX Corporation,2006/10/20,KOSDAQ,주권,우량기업부,보통주,500,"9,385,844",운송장비·부품
KR7272290008,272290,이녹스첨단소재,이녹스첨단소재,"INNOX Advanced Materials Co., Ltd.",2017/07/10,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"20,125,658",IT H/W
KR7053350005,053350,이니텍,이니텍,"INITECH Co., Ltd.",2001/11/15,KOSDAQ,주권,중견기업부,보통주,500,"19,790,916",IT S/W & SVC
KR7041520008,041520,이라이콤,이라이콤,"e-LITECOM CO., LTD.",2003/07/04,KOSDAQ,주권,우량기업부,보통주,500,"12,188,730",IT H/W
KR7264850009,264850,이랜시스,이랜시스,"Elensys Co.,Ltd.",2017/06/01,KOSDAQ,주권,중견기업부,보통주,100,"29,271,012",일반전기전자
KR7054210000,054210,이랜텍,이랜텍,"Elentec Co., Ltd",2002/05/09,KOSDAQ,주권,우량기업부,보통주,500,"25,291,210",IT H/W
KR7164060006,164060,이루다,이루다,"ILOODA Co.,Ltd",2020/08/06,KOSDAQ,주권,벤처기업부,보통주,500,"17,609,769",의료·정밀기기
KR7065440000,065440,이루온,이루온,ELUON Corporation,2003/01/28,KOSDAQ,주권,벤처기업부,보통주,500,"27,275,020",IT S/W & SVC
KR7088260005,088260,이리츠코크렙기업구조조정부동산투자회사보통주,이리츠코크렙,E KOCREF CR-REIT,2018/06/27,KOSPI,부동산투자회사,,보통주,500,"63,341,590",서비스업
KR7139480008,139480,이마트보통주,이마트,"E-MART Co., Ltd.",2011/06/10,KOSPI,주권,,보통주,"5,000","27,875,819",유통업
KR7115610008,115610,이미지스테크놀로지,이미지스,"IMAGIS Co., Ltd.",2010/02/26,KOSDAQ,주권,벤처기업부,보통주,500,"15,328,276",IT H/W
KR7078020005,078020,이베스트투자증권,이베스트투자증권,"EBEST INVESTMENT & SECURITIES Co., Ltd.",2007/02/21,KOSDAQ,주권,우량기업부,보통주,"5,000","55,481,190",금융
KR7131400004,131400,이브이첨단소재,이브이첨단소재,EV ADVANCED MATERIAL,2010/12/27,KOSDAQ,주권,벤처기업부,보통주,500,"32,067,441",IT H/W
KR7208850008,208850,이비테크,이비테크,EB TECH,2016/06/22,KONEX,주권,일반기업부,보통주,"1,000","2,820,250",#N/A
