표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7000810002,000810,삼성화재해상보험보통주,삼성화재,SamsungFire&MarineInsurance,1975/06/30,KOSPI,주권,,보통주,500,"47,374,837",금융업
KR7006110001,006110,삼아알미늄보통주,삼아알미늄,SamaAluminium,1980/12/05,KOSPI,주권,,보통주,500,"11,000,000",철강금속
KR7009300005,009300,삼아제약,삼아제약,Sam-A Pharm. Co. Ltd,2000/07/19,KOSDAQ,주권,우량기업부,보통주,"1,000","6,370,000",제약
KR7145991006,145995,삼양사1우선주,삼양사우,Samyang Corporation(1P),2011/12/05,KOSPI,주권,,구형우선주,"5,000","370,070",음식료품
KR7145990008,145990,삼양사보통주,삼양사,Samyang Corporation,2011/12/05,KOSPI,주권,,보통주,"5,000","10,313,449",음식료품
KR7003230000,003230,삼양식품보통주,삼양식품,SamyangFoods,1975/06/30,KOSPI,주권,,보통주,"5,000","7,533,015",음식료품
KR7225190008,225190,삼양옵틱스,삼양옵틱스,"SAMYANG OPTICS CO., LTD",2017/06/02,KOSDAQ,주권,우량기업부,보통주,500,"10,149,688",의료·정밀기기
KR7002170009,002170,삼양통상보통주,삼양통상,SamyangTongsang,1989/11/10,KOSPI,주권,,보통주,"5,000","3,000,000",기타제조업
KR7272550005,272550,삼양패키징보통주,삼양패키징,SAMYANG PACKAGING,2017/11/29,KOSPI,주권,,보통주,"5,000","15,788,671",화학
KR7000071001,000075,삼양홀딩스1우선주,삼양홀딩스우,SAMYANGHOLDINGS(1P),1992/02/21,KOSPI,주권,,구형우선주,"5,000","304,058",금융업
